ID,Product_Type,Status,Printify_Product_ID,eBay_Item_ID,Title,Selected_Count,Unique_Visual_Count,Expected_Unique_Count,Exact_Duplicate_Count,Near_Duplicate_Count,Roles,Result,Notes,Error
Poster-Academia-0019,Poster,Printify_Published_Mockups8,69f89b9ca70f06579a00a708,406903744471,Reading Nook Smoky Jade Wall Art Archivist 12x18 Matte Poster Apartment Decor,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0020,Poster,Printify_Published_Mockups8,69f89c6f09f3b730240221b8,406903748661,Dark Academia Mentor Threshold Poster 12x18 Intellectual Study Room Decor Wall,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0021,Poster,Printify_Published_Mockups8,69f89da69f68ab7cf001f531,406903754696,Dark Academia Celestial Chronometer Archive Sphere 12x18 Poster Study Decor,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0022,Poster,Printify_Published_Mockups8,69f89eac011b67ecf8077844,406903758348,Dark Academia Temporal Reliquary Bell Jar 12x18 Poster Study Decor Wall Library,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0023,Poster,Printify_Published_Mockups8,69f89fda2592a8ad8e0f2e79,406909147173,Hermetic Knowledge Lantern Dark Academia Poster 12x18 Library Decor Wall Study,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0024,Poster,Printify_Published_Mockups8,69f8a454c1f268dee601d3ad,406909150037,Dark Academia Industrial Library Pressure Chamber Poster 12x18 Vintage Decor,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0025,Poster,Printify_Published_Mockups4,69f903dec1f268dee601f679,406909153504,Dark Academia Chrono-Codex Terrarium 12x18 Poster Library Decor Wall Study Gift,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0026,Poster,Printify_Published_Mockups4,69f904df97d964f736006a48,406909164941,Dark Academia Apothecary Cylinder 12x18 Poster Vintage Study Decor Wall Library,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0027,Poster,Printify_Published_Mockups4,69f90607feed9979d10d40e7,406909216787,Dark Academia Astrolabe Dome Poster 12x18 Vintage Study Room Decor Wall Library,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0028,Poster,Printify_Published_Mockups4,69f907b49f68ab7cf0022003,406909220927,Dark Academia Alchemist Retort Library Poster 12x18 Study Decor Wall Gift Room,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0030,Poster,Printify_Published_Mockups8,69f90c957f4b346c8a0c603f,406909264998,Dark Academia Grimoire Preservation Capsule 12x18 Poster Study Decor Wall Gift,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0031,Poster,Printify_Published_Mockups4,69fba23409770f1d9306b86d,406909266188,Dark Academia Botanical Codex Conservatory Poster 12x18 Study Decor Wall Gift,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0032,Poster,Printify_Published_Mockups4,69fba266489d5635ab0e6504,406909268494,Dark Academia Observatory Archive Prism 12x18 Poster Study Room Decor Wall Gift,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0033,Poster,Printify_Published_Mockups4,69fba28a6d07bd21600e1684,406909269321,Dark Academia Philosophical Theorem Reliquary Poster 12x18 Study Decor Wall,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0034,Poster,Printify_Published_Mockups8,69fbbffef60a24b6d1034e4d,406909467980,Dark Academia Nautical Archive Barometer 12x18 Poster Study Decor Wall Library,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Sticker-Academia-0005-FIX2,Sticker,Printify_Published_Mockups6,69fb7e754ce71ea8ae0c7af1,406909061109,Forbidden Grimoire Lock 4pc 6x6 Kiss-Cut Sticker Dark Academia Laptop Journal,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Academia-0006-FIX1,Sticker,Printify_Published_Mockups3,69fb804bff28e7d4030aa67d,406909095974,4pc Sticker Set Botanical Terrarium Lantern Vinyl Decals Laptop Bottle Dark,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Academia-0007-FIX1,Sticker,Printify_Published_Mockups3,69fb819d4c6544084c0f8370,406909097469,4pc Kiss-Cut Sticker Set Astrolabe Navigation Instrument Laptop Journal Bottle,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Academia-0008-FIX1,Sticker,Printify_Published_Mockups3,69fb82e64c6544084c0f83d5,406909100892,Ritual Incense Censer Gothic Academia 4pc 6x6 Vinyl Sticker Reader Writer Decor,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Academia-0009-FIX1,Sticker,Printify_Published_Mockups3,69fb868dc5114ecf420d2b93,406909114799,4pc Sticker Set Gothic Academia Cathedral Fragment Vinyl Decals Laptop Bottle,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Academia-0010-FIX1,Sticker,Printify_Published_Mockups3,69fb8749a7afceb9f70f1956,406909116716,Vintage Academia Compass Rose Talisman 4pc 6x6 Sticker Sheet Literary Cozy Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Academia-0011-FIX1,Sticker,Printify_Published_Mockups3,69fb87aca7afceb9f70f1982,406909118000,Apothecary Poison Vial Vintage Academia 4pc 6x6 Kiss-Cut Vinyl Desk Collector,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Academia-0014-FIX1,Sticker,Printify_Published_Mockups3,69fb87efc5114ecf420d2c5a,406909119544,4pc Vinyl Sticker Set Microscope Observation Device Laptop Bottle Journal Dark,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Academia-0015-FIX1,Sticker,Printify_Published_Mockups6,69fb8805ee663532c8017f4f,406909121336,4pc Sticker Set Skeleton Key Portal Vinyl Decals Laptop Bottle Dark Academia,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Academia-0016-FIX1,Sticker,Printify_Published_Mockups6,69fb8811e5402c478e03108f,406909122790,4pc Kiss-Cut Sticker Set Gothic Academia Prism Light Refractor Laptop Journal,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0001-FIX1,Sticker,Printify_Published_Mockups6,69fb881f2b1da07362014876,406909124585,4pc Sticker Set Mindful Zen Koi Pond Vinyl Decals Laptop Bottle Zen Aesthetic,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0002-FIX1,Sticker,Printify_Published_Mockups6,69fb882c54fd3fbacf051371,406909125700,Minimal Zen Bonsai Tree of Serenity 4pc 6x6 Sticker Sheet Serene Mindful Clean,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0003-FIX1,Sticker,Printify_Published_Mockups6,69fb883cce0d8cb5570fa7cc,406909126789,Lotus Mandala Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift Gift Decor,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0004-FIX1,Sticker,Printify_Published_Mockups6,69fb8849e5402c478e0310af,406909127704,4pc Sticker Set Stone Guardian Lion Mindful Zen Vinyl Decals Laptop Bottle Zen,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0005-FIX1,Sticker,Printify_Published_Mockups3,69fbae614c6544084c0f95ec,406909342825,Bamboo Forest Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Misty Art,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0007-FIX1,Sticker,Printify_Published_Mockups6,69fbae7da7afceb9f70f2982,406909344491,4pc Sticker Set Cherry Blossom Branch Vinyl Decals Laptop Bottle Zen Aesthetic,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0008-FIX1,Sticker,Printify_Published_Mockups3,69fbae974c6544084c0f9610,406909345291,4pc Kiss-Cut Sticker Set Circle Ens Laptop Journal Bottle Zen Aesthetic Decal,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0009-FIX1,Sticker,Printify_Published_Mockups6,69fbaea961c4aefdea04aaaf,406909353931,Zen Aesthetic Praying Mantis on Rock 4pc 6x6 Kiss-Cut Sticker Laptop Journal,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0022-FIX1,Sticker,Printify_Published_Mockups6,69fbaeb9f60a24b6d1034575,406909354903,Mindful Zen Garden Stone Meis seki 4pc 6x6 Vinyl Sticker Laptop Journal Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0024-FIX1,Sticker,Printify_Published_Mockups6,69fbaecbb8dd7e2bb0094b7c,406909355853,Mindful Zen Enso Circle with Crystals 4pc 6x6 Vinyl Sticker Laptop Journal Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0025-FIX1,Sticker,Printify_Published_Mockups6,69fbaedb4c6544084c0f9620,406909359949,Koi Fish in Jade Pond Hisui no Koi Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Luck,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0027-FIX1,Sticker,Printify_Published_Mockups6,69fbaeebce0d8cb5570fb7dc,406909364977,Minimal Zen Temple Lantern Zendera no T r 4pc 6x6 Sticker Sheet Serene Mindful,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0041-FIX1,Sticker,Printify_Published_Mockups6,69fbaefcc6dfbcc11107aa91,406909368739,Minimal Zen Kintsugi Gold Dragon 4pc 6x6 Sticker Sheet Serene Mindful Clean,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0042-FIX1,Sticker,Printify_Published_Mockups3,69fbaf12ff28e7d4030aba2d,406909373586,Bioluminescent Crystal Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Poster-Academia-0035,Poster,Printify_Published_Mockups8,69fbc023f60a24b6d1034e5c,406909471020,Dark Academia Poster Theological Codex Sanctuary 12x18 Study Decor Wall Library,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0036,Poster,Printify_Published_Mockups8,69fbc0482b1da073620161ad,406909472775,Reading Nook Smoky Jade Wall Art Mechanical 12x18 Matte Poster Apartment Decor,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0037,Poster,Printify_Published_Mockups8,69fbc06d61c4aefdea04b362,406909473606,Cryptographic Vault Cylinder Dark Academia Poster 12x18 Secret Knowledge Decor,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0038,Poster,Printify_Published_Mockups8,69fbccf9ce0d8cb5570fc6f0,406910056059,Geological Archive Geode Dark Academia Poster 12x18 Mentor-Grade Decor Wall,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0039,Poster,Printify_Published_Mockups8,69fbcd1aee663532c8019ec7,406910057355,Dark Academia Horological Manuscript Chamber Poster 12x18 Study Decor Wall Gift,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0040,Poster,Printify_Published_Mockups8,69fbcd3eb8dd7e2bb0095af7,406910058626,Dark Academia Meteorological Orrery 12x18 Poster Study Decor Atmospheric Texts,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0041,Poster,Printify_Published_Mockups8,69fbcd65cacc667dc70b7c2a,406910059060,Dark Academia Astrological Globe Poster 12x18 Study Room Decor Starlight Jade,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0042,Poster,Printify_Published_Mockups8,69fbcd8a3014a1ea840da971,406910060084,Dark Academia Armillary Sphere Poster 12x18 Vintage Study Decor Zodiac Symbols,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Sticker-Zen-0044-FIX1,Sticker,Printify_Published_Mockups3,69fbdfc9f60a24b6d1035f8b,406909884756,Zen Aesthetic Dragon Coil 4pc 6x6 Kiss-Cut Sticker Laptop Journal Water Bottle,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0045-FIX1,Sticker,Printify_Published_Mockups6,69fc03470ce75ae193034081,406909890800,Floating Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Sky Art,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0046-FIX1,Sticker,Printify_Published_Mockups6,69fc035bce0d8cb5570fe6af,406909891985,Zen Aesthetic Dragon and Pearl 4pc 6x6 Kiss-Cut Sticker Laptop Journal Water,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0049-FIX1,Sticker,Printify_Published_Mockups6,69fc036aee663532c801be71,406909893702,Sleeping Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Laptop,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0050-FIX1,Sticker,Printify_Published_Mockups6,69fc0639ee663532c801bff2,406909904704,Translucent Jade Dragon Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0051-FIX1,Sticker,Printify_Published_Mockups6,69fc06482007fddea00dcf21,406909905683,Kintsugi Gold Dragon Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0052-FIX1,Sticker,Printify_Published_Mockups6,69fc0655ee663532c801bffc,406909906686,Bioluminescent Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0053-FIX1,Sticker,Printify_Published_Mockups6,69fc06640ce75ae19303421a,406909907111,Crystalline Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0054-FIX1,Sticker,Printify_Published_Mockups6,69fc0674ee663532c801c009,406909907742,Dragon Meditation Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0055-FIX1,Sticker,Printify_Published_Mockups3,69fcad74346e75ac9f07d550,406910984204,Quiet Desk Sticker Pack Azure Dragon Warrior 4pc 6x6 Kiss-Cut Vinyl Laptop Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0056-FIX1,Sticker,Printify_Published_Mockups3,69fcb688d0e6f406f20a3d2a,406911030956,Reading Nook Vinyl Set Dragon Cherry Blossom 4pc 6x6 Kiss-Cut Vinyl Laptop Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0057-FIX1,Sticker,Printify_Published,69fcb8762007fddea00e4ebe,406911046712,Wabi Sabi Journal Decals Moonlit Dragon 4pc 6x6 Kiss-Cut Vinyl Laptop Journal,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0058-FIX1,Sticker,Printify_Published,69fcbabcbb3409c48f0e342c,406911102240,Smoky Jade Sticker Set Dragon Calligraphy Serene Clean 4pc 6x6 Kiss-Cut Vinyl,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0060-FIX1,Sticker,Printify_Published,69fcc02e6a069c45c0013c52,406911120974,Reading Nook Vinyl Set Translucent Jade Dragon Serene Clean 4pc 6x6 Kiss-Cut,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0061-FIX1,Sticker,Printify_Published_Mockups3,69fcf2ccf2b2884ff107c609,406911452547,Wabi Sabi Journal Decals Kintsugi Gold Dragon Serene Calm 4pc 6x6 Kiss-Cut Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0062-FIX1,Sticker,Printify_Published_Mockups3,69fcfa3363b7f727e7012b1a,406911488570,Smoky Jade Sticker Set Bioluminescent Dragon 4pc 6x6 Kiss-Cut Vinyl Laptop Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0063-FIX1,Sticker,Printify_Published_Mockups3,69fcfb2d111bf518b6078098,406911494155,Crystalline Dragon Core 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0066-FIX1,Sticker,Printify_Published_Mockups3,69fcfd2914568b768c07abd9,406911509730,Golden Vein Circuitry Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0069-FIX1,Sticker,Printify_Published_Mockups3,69fcff15cd220b844e0f655c,406911531255,Minimal Zen Dragon Guardian 4pc 6x6 Sticker Sheet Serene Mindful Clean Decor,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0070-FIX1,Sticker,Printify_Published_Mockups3,69fd002f096d6b4f0000a934,406911541926,Minimal Zen Jade Phoenix Ascension 4pc 6x6 Sticker Sheet Serene Mindful Clean,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Sticker-Zen-0071-FIX1,Sticker,Printify_Published_Mockups3,69fd00ca9f7703138202688c,406911551031,Zen Aesthetic Lotus Lantern Vessel 4pc 6x6 Kiss-Cut Sticker Laptop Journal Gift,3,3,3,0,0,official:front|official:context-1|official:context-2,OK,official:context-1=1; official:context-2=1; official:front=1,
Acrylic-Grimdark-0081-FIX1,Acrylic,Printify_Published_Mockups4,69fd02f3d70cf705c50f4d27,406911568594,Smoky Jade Desk Object Plague Doctor Raven Skull Alchemy 5x7 Acrylic Photo Gift,4,4,3,0,0,official:front|official:back|official:side-1|official:side-2,OK,official:back=1; official:front=1; official:side-1=1; official:side-2=1,
Acrylic-Zen-0001-FIX1,Acrylic,Printify_Published_Mockups4,69fd040f6873b551670941bd,406911574121,Smoky Jade Desk Object Mechanical Crane Calm Origami Sculpture 5x7 Acrylic Gift,4,4,3,0,0,official:front|official:back|official:side-1|official:side-2,OK,official:back=1; official:front=1; official:side-1=1; official:side-2=1,
Poster-Academia-0001-FIX1,Poster,Printify_Published,69fd05fcd70cf705c50f4ef9,406911589289,Celestial Gateway Dark Academia Poster 12x18 Study Decor Moonstone Architecture,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
Poster-Academia-0003-FIX1,Poster,Printify_Published,69fd095c9f77031382026de2,406911598735,Reading Nook Wall Decor Serpentine Portal of Alchemical Texts 12x18 Matte Gift,4,4,3,0,0,official:front|official:front-2|official:close-up|official:context-1,OK,official:close-up=1; official:context-1=1; official:front=1; official:front-2=1,
