Timestamp,Old_ID,Replacement_ID,Status,Detail
2026-05-06 13:08:54 -0400,Sticker-Academia-0005,Sticker-Academia-0005-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 13:53:49 -0400,Sticker-Academia-0006,Sticker-Academia-0006-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 13:53:49 -0400,Sticker-Academia-0007,Sticker-Academia-0007-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 13:53:49 -0400,Sticker-Academia-0008,Sticker-Academia-0008-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 14:20:33 -0400,Sticker-Academia-0009,Sticker-Academia-0009-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 14:20:33 -0400,Sticker-Academia-0010,Sticker-Academia-0010-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 14:20:34 -0400,Sticker-Academia-0011,Sticker-Academia-0011-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 14:20:34 -0400,Sticker-Academia-0014,Sticker-Academia-0014-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 14:20:34 -0400,Sticker-Academia-0015,Sticker-Academia-0015-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 14:20:34 -0400,Sticker-Academia-0016,Sticker-Academia-0016-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 14:20:34 -0400,Sticker-Zen-0001,Sticker-Zen-0001-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 14:20:34 -0400,Sticker-Zen-0002,Sticker-Zen-0002-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 14:20:34 -0400,Sticker-Zen-0003,Sticker-Zen-0003-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 14:20:34 -0400,Sticker-Zen-0004,Sticker-Zen-0004-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 17:10:34 -0400,Sticker-Zen-0005,Sticker-Zen-0005-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 17:10:34 -0400,Sticker-Zen-0007,Sticker-Zen-0007-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 17:10:34 -0400,Sticker-Zen-0008,Sticker-Zen-0008-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 17:10:34 -0400,Sticker-Zen-0009,Sticker-Zen-0009-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 17:10:34 -0400,Sticker-Zen-0022,Sticker-Zen-0022-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 17:10:34 -0400,Sticker-Zen-0024,Sticker-Zen-0024-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 17:10:34 -0400,Sticker-Zen-0025,Sticker-Zen-0025-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 17:10:34 -0400,Sticker-Zen-0027,Sticker-Zen-0027-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 17:10:34 -0400,Sticker-Zen-0041,Sticker-Zen-0041-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 17:10:34 -0400,Sticker-Zen-0042,Sticker-Zen-0042-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 20:41:20 -0400,Sticker-Zen-0044,Sticker-Zen-0044-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 23:12:41 -0400,Sticker-Zen-0045,Sticker-Zen-0045-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 23:12:41 -0400,Sticker-Zen-0046,Sticker-Zen-0046-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 23:12:41 -0400,Sticker-Zen-0049,Sticker-Zen-0049-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 23:25:16 -0400,Sticker-Zen-0050,Sticker-Zen-0050-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 23:25:16 -0400,Sticker-Zen-0051,Sticker-Zen-0051-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 23:25:16 -0400,Sticker-Zen-0052,Sticker-Zen-0052-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 23:25:16 -0400,Sticker-Zen-0053,Sticker-Zen-0053-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-06 23:25:16 -0400,Sticker-Zen-0054,Sticker-Zen-0054-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 11:16:22 -0400,Sticker-Zen-0055,Sticker-Zen-0055-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 11:57:21 -0400,Sticker-Zen-0056,Sticker-Zen-0056-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 12:05:47 -0400,Sticker-Zen-0057,Sticker-Zen-0057-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 12:15:28 -0400,Sticker-Zen-0058,Sticker-Zen-0058-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 12:38:46 -0400,Sticker-Zen-0060,Sticker-Zen-0060-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 16:14:41 -0400,Sticker-Zen-0061,Sticker-Zen-0061-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 16:46:14 -0400,Sticker-Zen-0062,Sticker-Zen-0062-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 16:50:31 -0400,Sticker-Zen-0063,Sticker-Zen-0063-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 16:58:26 -0400,Sticker-Zen-0066,Sticker-Zen-0066-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 17:05:41 -0400,Sticker-Zen-0069,Sticker-Zen-0069-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 17:12:09 -0400,Sticker-Zen-0070,Sticker-Zen-0070-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 17:14:44 -0400,Sticker-Zen-0071,Sticker-Zen-0071-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 17:23:44 -0400,Acrylic-Grimdark-0081,Acrylic-Grimdark-0081-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 17:28:27 -0400,Acrylic-Zen-0001,Acrylic-Zen-0001-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 17:36:44 -0400,Poster-Academia-0001,Poster-Academia-0001-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
2026-05-07 17:51:09 -0400,Poster-Academia-0003,Poster-Academia-0003-FIX1,LOCAL_DRAFT_CREATED,Ready_for_Printify replacement row created; public publish still requires QA and retire sequencing.
