Timestamp,Old_ID,Old_eBay_Item_ID,Result,Note
2026-05-06T15:28:29,Sticker-Academia-0005,406892409123,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:28:46,Sticker-Academia-0005-FIX1,406909045760,ALREADY_NOT_ACTIVE,Seller Hub active search returned 0 rows.; printify_unpublish_http_400
2026-05-06T15:29:18,Sticker-Academia-0006,406892409348,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:31:06,Sticker-Academia-0007,406892409645,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:31:34,Sticker-Academia-0008,406892409836,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:32:02,Sticker-Academia-0009,406892410017,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:32:32,Sticker-Academia-0010,406892410190,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:33:01,Sticker-Academia-0011,406892410307,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:33:29,Sticker-Academia-0014,406892410440,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:33:58,Sticker-Academia-0015,406892411034,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:34:27,Sticker-Academia-0016,406892411436,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:34:56,Sticker-Zen-0001,406892411931,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:35:26,Sticker-Zen-0002,406892412365,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:35:56,Sticker-Zen-0003,406892412612,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T15:36:25,Sticker-Zen-0004,406892412789,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T17:46:55,Sticker-Zen-0005,406892413076,LOGIN_REQUIRED,Dedicated automation browser is not signed in to eBay Seller Hub.
2026-05-06T18:17:41,Sticker-Zen-0005,406892413076,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T18:18:11,Sticker-Zen-0007,406892413333,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T18:18:43,Sticker-Zen-0008,406892413714,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T18:19:16,Sticker-Zen-0009,406892413966,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T18:20:00,Sticker-Zen-0022,406892414235,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T18:20:32,Sticker-Zen-0024,406892414471,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T18:21:03,Sticker-Zen-0025,406892327989,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T18:21:38,Sticker-Zen-0027,406892414741,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T18:22:09,Sticker-Zen-0041,406902593931,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T18:22:41,Sticker-Zen-0042,406902614234,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T23:09:08,Sticker-Zen-0044,406902622710,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T23:19:02,Sticker-Zen-0045,406902640998,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T23:19:39,Sticker-Zen-0046,406902663232,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T23:20:17,Sticker-Zen-0049,406902713267,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T23:34:36,Sticker-Zen-0050,406902886081,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T23:35:13,Sticker-Zen-0051,406902889638,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T23:35:51,Sticker-Zen-0052,406902896387,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T23:36:26,Sticker-Zen-0053,406902900109,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-06T23:37:04,Sticker-Zen-0054,406903032635,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T11:54:52,Sticker-Zen-0055,406903037933,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T12:03:50,Sticker-Zen-0056,406903041315,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T12:27:08,Sticker-Zen-0057,406903044643,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T12:37:28,Sticker-Zen-0058,406903049411,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T12:46:41,Sticker-Zen-0060,406903249053,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T16:19:58,Sticker-Zen-0061,406903249987,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T16:49:27,Sticker-Zen-0062,406903250891,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T16:54:35,Sticker-Zen-0063,406903252007,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T17:01:42,Sticker-Zen-0066,406903252739,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T17:10:31,Sticker-Zen-0069,406903753067,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T17:14:23,Sticker-Zen-0070,406903757240,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T17:16:59,Sticker-Zen-0071,406903762328,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T17:26:31,Acrylic-Grimdark-0081,406902606976,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T17:33:27,Acrylic-Zen-0001,406902620519,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T17:49:17,Poster-Academia-0001,406902584620,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T17:56:22,Poster-Academia-0003,406902616799,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
2026-05-07T21:40:03,Acrylic-Academia-0003-GALLERYFIX1,406911883288,ENDED_CONFIRMED_SELLER_HUB,Seller Hub success banner detected.; printify_external_detached
