ID,Folder_Status,Reasons,Asset,Width,Height,Sharpness,Bytes
Sticker-Zen-0102,ok,,U1,1024,1024,2385.46,896374
Sticker-Zen-0102,ok,,U2,1024,1024,2167.96,833991
Sticker-Zen-0102,ok,,U3,1024,1024,3275.49,1202219
Sticker-Zen-0102,ok,,U4,1024,1024,2475.96,880951
Sticker-Zen-0103,ok,,Cover,1800,1800,4877.25,4062005
Sticker-Zen-0103,ok,,Production,1664,1664,5408.56,3754939
Sticker-Zen-0103,ok,,U1,1024,1024,6493.87,1475038
Sticker-Zen-0103,ok,,U2,1024,1024,5104.51,1133525
Sticker-Zen-0103,ok,,U3,1024,1024,4186.86,1481007
Sticker-Zen-0103,ok,,U4,1024,1024,4791.11,1323605
Sticker-Zen-0104,ok,,Cover,1800,1800,5314.33,4018480
Sticker-Zen-0104,ok,,Production,1664,1664,4478.07,3440678
Sticker-Zen-0104,ok,,U1,1024,1024,4582.02,1220143
Sticker-Zen-0104,ok,,U2,1024,1024,5409.9,1482115
Sticker-Zen-0104,ok,,U3,1024,1024,4693.74,1384210
Sticker-Zen-0104,ok,,U4,1024,1024,4332.8,1366863
Sticker-Zen-0105,ok,,Cover,1800,1800,3797.91,3545785
Sticker-Zen-0105,ok,,Production,1664,1664,4180.38,3134313
Sticker-Zen-0105,ok,,U1,1024,1024,3202.25,1385214
Sticker-Zen-0105,ok,,U2,1024,1024,3933.97,874619
Sticker-Zen-0105,ok,,U3,1024,1024,2937.38,1304034
Sticker-Zen-0105,ok,,U4,1024,1024,3959.7,1085734
Sticker-Zen-0106,ok,,Cover,1800,1800,3011.78,3025199
Sticker-Zen-0106,ok,,Production,1664,1664,3206.4,2321650
Sticker-Zen-0106,ok,,U1,1024,1024,3216.78,767804
Sticker-Zen-0106,ok,,U2,1024,1024,3261.77,1092568
Sticker-Zen-0106,ok,,U3,1024,1024,3732.74,1053222
Sticker-Zen-0106,ok,,U4,1024,1024,3371.97,981785
Sticker-Zen-0107,ok,,Cover,1800,1800,2228.34,2259605
Sticker-Zen-0107,ok,,Production,1664,1664,2360.0,1622556
Sticker-Zen-0107,ok,,U1,1024,1024,2472.19,762273
Sticker-Zen-0107,ok,,U2,1024,1024,2627.23,779818
Sticker-Zen-0107,ok,,U3,1024,1024,2313.55,692419
Sticker-Zen-0107,ok,,U4,1024,1024,1941.97,635208
Sticker-Zen-0108,ok,,Cover,1800,1800,3992.58,3861482
Sticker-Zen-0108,ok,,Production,1664,1664,4456.93,3429768
Sticker-Zen-0108,ok,,U1,1024,1024,4752.91,1258243
Sticker-Zen-0108,ok,,U2,1024,1024,4509.18,1341874
Sticker-Zen-0108,ok,,U3,1024,1024,4595.87,1181844
Sticker-Zen-0108,ok,,U4,1024,1024,5050.82,1344713
Sticker-Zen-0109,ok,,Cover,1800,1800,2670.84,2832374
Sticker-Zen-0109,ok,,Production,1664,1664,3046.69,2034679
Sticker-Zen-0109,ok,,U1,1024,1024,3577.31,1086487
Sticker-Zen-0109,ok,,U2,1024,1024,3196.12,885421
Sticker-Zen-0109,ok,,U3,1024,1024,2698.33,828467
Sticker-Zen-0109,ok,,U4,1024,1024,2709.52,842567
Sticker-Zen-0110,ok,,Cover,1800,1800,1876.96,2282009
Sticker-Zen-0110,ok,,Production,1664,1664,1515.84,1874419
Sticker-Zen-0110,ok,,U1,1024,1024,1318.66,603006
Sticker-Zen-0110,ok,,U2,1024,1024,2183.49,894664
Sticker-Zen-0110,ok,,U3,1024,1024,2061.01,699061
Sticker-Zen-0110,ok,,U4,1024,1024,2065.29,682765
Sticker-Zen-0111,ok,,Cover,1800,1800,2325.53,3237995
Sticker-Zen-0111,ok,,Production,1664,1664,2754.52,3139628
Sticker-Zen-0111,ok,,U1,1024,1024,1402.04,930532
Sticker-Zen-0111,ok,,U2,1024,1024,2095.86,1125425
Sticker-Zen-0111,ok,,U3,1024,1024,3129.46,1001973
Sticker-Zen-0111,ok,,U4,1024,1024,2838.78,1146887
Sticker-Zen-0112,ok,,Cover,1800,1800,3121.41,2333379
Sticker-Zen-0112,ok,,Production,1664,1664,3338.34,2018663
Sticker-Zen-0112,ok,,U1,1024,1024,3090.04,589053
Sticker-Zen-0112,ok,,U2,1024,1024,2935.2,728211
Sticker-Zen-0112,ok,,U3,1024,1024,3481.63,775022
Sticker-Zen-0112,ok,,U4,1024,1024,5465.93,948907
Sticker-Zen-0113,ok,,Cover,1800,1800,2549.56,2913948
Sticker-Zen-0113,ok,,Production,1664,1664,2912.23,2819917
Sticker-Zen-0113,ok,,U1,1024,1024,2793.45,1069445
Sticker-Zen-0113,ok,,U2,1024,1024,3297.85,1013867
Sticker-Zen-0113,ok,,U3,1024,1024,3635.85,1115850
Sticker-Zen-0113,ok,,U4,1024,1024,1900.68,761698
Sticker-Zen-0114,ok,,Cover,1800,1800,3361.9,3463766
Sticker-Zen-0114,ok,,Production,1664,1664,3782.97,3232361
Sticker-Zen-0114,ok,,U1,1024,1024,3976.02,1101642
Sticker-Zen-0114,ok,,U2,1024,1024,3689.48,1350357
Sticker-Zen-0114,ok,,U3,1024,1024,1991.07,1256598
Sticker-Zen-0114,ok,,U4,1024,1024,2432.77,929238
Sticker-Zen-0115,ok,,Cover,1800,1800,3700.25,2782191
Sticker-Zen-0115,ok,,Production,1664,1664,4117.52,2611268
Sticker-Zen-0115,ok,,U1,1024,1024,1737.52,722758
Sticker-Zen-0115,ok,,U2,1024,1024,4103.03,864186
Sticker-Zen-0115,ok,,U3,1024,1024,4794.46,973210
Sticker-Zen-0115,ok,,U4,1024,1024,4101.27,982347
Sticker-Zen-0116,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,600.26,648116
Sticker-Zen-0116,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,663.4,669216
Sticker-Zen-0116,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,512.15,25565
Sticker-Zen-0116,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,518.75,29457
Sticker-Zen-0116,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,520.91,28611
Sticker-Zen-0116,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,526.64,28332
Sticker-Zen-0117,ok,,Cover,1800,1800,2089.03,2739499
Sticker-Zen-0117,ok,,Production,1664,1664,2351.24,2574404
Sticker-Zen-0117,ok,,U1,1024,1024,2008.9,773365
Sticker-Zen-0117,ok,,U2,1024,1024,1935.0,966257
Sticker-Zen-0117,ok,,U3,1024,1024,1560.67,732279
Sticker-Zen-0117,ok,,U4,1024,1024,3083.42,1017305
Sticker-Zen-0118,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,554.31,1479125
Sticker-Zen-0118,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,555.64,1851407
Sticker-Zen-0118,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,462.08,60505
Sticker-Zen-0118,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,491.9,64572
Sticker-Zen-0118,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,467.91,75180
Sticker-Zen-0118,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,382.58,75407
Sticker-Zen-0120,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,515.31,1050439
Sticker-Zen-0120,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,544.53,1451091
Sticker-Zen-0120,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,505.07,40657
Sticker-Zen-0120,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,504.37,46467
Sticker-Zen-0120,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,504.36,47674
Sticker-Zen-0120,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,504.13,45282
Sticker-Zen-0121,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,536.67,954091
Sticker-Zen-0121,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,571.33,1187032
Sticker-Zen-0121,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,505.83,41009
Sticker-Zen-0121,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,506.96,44314
Sticker-Zen-0121,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,504.81,35048
Sticker-Zen-0121,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,512.97,45383
Sticker-Zen-0122,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,1283.04,1473964
Sticker-Zen-0122,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,1266.73,1534870
Sticker-Zen-0122,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,832.72,62694
Sticker-Zen-0122,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,748.09,55480
Sticker-Zen-0122,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,612.71,56937
Sticker-Zen-0122,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,641.99,50342
Sticker-Zen-0123,ok,,Cover,1800,1800,3407.35,2710652
Sticker-Zen-0123,ok,,Production,1664,1664,3478.05,2620619
Sticker-Zen-0123,ok,,U1,1024,1024,3882.63,980566
Sticker-Zen-0123,ok,,U2,1024,1024,4076.08,882162
Sticker-Zen-0123,ok,,U3,1024,1024,3184.87,844207
Sticker-Zen-0123,ok,,U4,1024,1024,3669.68,899152
Sticker-Zen-0124,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,541.05,1753953
Sticker-Zen-0124,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,689.03,1716651
Sticker-Zen-0124,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,487.06,82113
Sticker-Zen-0124,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,499.38,82971
Sticker-Zen-0124,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,487.85,82898
Sticker-Zen-0124,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,491.33,73094
Sticker-Zen-0125,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,1598.92,1996288
Sticker-Zen-0125,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,1577.91,1861613
Sticker-Zen-0125,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,643.76,85977
Sticker-Zen-0125,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,673.32,76671
Sticker-Zen-0125,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,956.13,77502
Sticker-Zen-0125,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,692.25,73123
Sticker-Zen-0126,ok,,Cover,1800,1800,4343.01,4380049
Sticker-Zen-0126,ok,,Production,1664,1664,4772.88,4308208
Sticker-Zen-0126,ok,,U1,1024,1024,3828.94,1487530
Sticker-Zen-0126,ok,,U2,1024,1024,5490.08,1537338
Sticker-Zen-0126,ok,,U3,1024,1024,4716.62,1338041
Sticker-Zen-0126,ok,,U4,1024,1024,2837.56,1425875
Sticker-Zen-0127,ok,,Cover,1800,1800,4702.5,4004613
Sticker-Zen-0127,ok,,Production,1664,1664,4684.87,3919062
Sticker-Zen-0127,ok,,U1,1024,1024,5638.26,1276588
Sticker-Zen-0127,ok,,U2,1024,1024,3948.11,1288165
Sticker-Zen-0127,ok,,U3,1024,1024,5495.88,1368500
Sticker-Zen-0127,ok,,U4,1024,1024,5240.6,1514736
Sticker-Zen-0128,ok,,Cover,1800,1800,4148.04,3769740
Sticker-Zen-0128,ok,,Production,1664,1664,4286.14,2782159
Sticker-Zen-0128,ok,,U1,1024,1024,3422.09,882587
Sticker-Zen-0128,ok,,U2,1024,1024,4477.39,1296748
Sticker-Zen-0128,ok,,U3,1024,1024,5336.9,1301783
Sticker-Zen-0128,ok,,U4,1024,1024,3716.76,1430924
Sticker-Zen-0129,ok,,Cover,1800,1800,2972.8,3571071
Sticker-Zen-0129,ok,,Production,1664,1664,3042.43,3293907
Sticker-Zen-0129,ok,,U1,1024,1024,4020.31,1215928
Sticker-Zen-0129,ok,,U2,1024,1024,3076.98,1097451
Sticker-Zen-0129,ok,,U3,1024,1024,3409.41,1262811
Sticker-Zen-0129,ok,,U4,1024,1024,3290.26,1044537
Sticker-Zen-0130,ok,,Cover,1800,1800,1499.7,3465564
Sticker-Zen-0130,ok,,Production,1664,1664,1465.26,2835260
Sticker-Zen-0130,ok,,U1,1024,1024,1586.84,1144777
Sticker-Zen-0130,ok,,U2,1024,1024,2210.29,1122400
Sticker-Zen-0130,ok,,U3,1024,1024,2204.64,1080126
Sticker-Zen-0130,ok,,U4,1024,1024,1897.09,1066552
Sticker-Zen-0131,ok,,Cover,1800,1800,3190.17,4108972
Sticker-Zen-0131,ok,,Production,1664,1664,3490.06,4014825
Sticker-Zen-0131,ok,,U1,1024,1024,4323.34,1416386
Sticker-Zen-0131,ok,,U2,1024,1024,4351.57,1343567
Sticker-Zen-0131,ok,,U3,1024,1024,3450.93,1312969
Sticker-Zen-0131,ok,,U4,1024,1024,3801.71,1322400
Sticker-Zen-0132,ok,,Cover,1800,1800,3579.55,2781293
Sticker-Zen-0132,ok,,Production,1664,1664,3355.1,1917035
Sticker-Zen-0132,ok,,U1,1024,1024,3594.23,932130
Sticker-Zen-0132,ok,,U2,1024,1024,3825.56,860732
Sticker-Zen-0132,ok,,U3,1024,1024,4348.39,912424
Sticker-Zen-0132,ok,,U4,1024,1024,4640.55,932652
Sticker-Zen-0133,ok,,Cover,1800,1800,2633.08,2642939
Sticker-Zen-0133,ok,,Production,1664,1664,2896.98,2530912
Sticker-Zen-0133,ok,,U1,1024,1024,1814.54,592677
Sticker-Zen-0133,ok,,U2,1024,1024,3689.02,912506
Sticker-Zen-0133,ok,,U3,1024,1024,3631.62,911306
Sticker-Zen-0133,ok,,U4,1024,1024,3376.37,1008771
Sticker-Zen-0134,ok,,Cover,1800,1800,3079.72,4327007
Sticker-Zen-0134,ok,,Production,1664,1664,3251.89,3632438
Sticker-Zen-0134,ok,,U1,1024,1024,3627.35,1440727
Sticker-Zen-0134,ok,,U2,1024,1024,3518.1,1315024
Sticker-Zen-0134,ok,,U3,1024,1024,3804.04,1421405
Sticker-Zen-0134,ok,,U4,1024,1024,3638.9,1567242
Sticker-Zen-0135,ok,,Cover,1800,1800,1594.29,2749659
Sticker-Zen-0135,ok,,Production,1664,1664,1836.25,2320574
Sticker-Zen-0135,ok,,U1,1024,1024,2150.22,1007215
Sticker-Zen-0135,ok,,U2,1024,1024,1733.82,1129969
Sticker-Zen-0135,ok,,U3,1024,1024,1953.67,845981
Sticker-Zen-0135,ok,,U4,1024,1024,1602.31,602593
Sticker-Zen-0136,ok,,Cover,1800,1800,2702.63,3193432
Sticker-Zen-0136,ok,,Production,1664,1664,2146.36,2564254
Sticker-Zen-0136,ok,,U1,1024,1024,2932.57,925489
Sticker-Zen-0136,ok,,U2,1024,1024,3139.13,1134144
Sticker-Zen-0136,ok,,U3,1024,1024,3973.5,1065757
Sticker-Zen-0136,ok,,U4,1024,1024,3188.22,968953
Sticker-Zen-0138,ok,,Cover,1800,1800,1200.43,1437028
Sticker-Zen-0138,ok,,Production,1664,1664,1326.63,1117450
Sticker-Zen-0138,ok,,U1,1024,1024,1047.2,456105
Sticker-Zen-0138,ok,,U2,1024,1024,1250.39,365766
Sticker-Zen-0138,ok,,U3,1024,1024,1172.66,610525
Sticker-Zen-0138,ok,,U4,1024,1024,1315.9,346647
Sticker-Zen-0139,ok,,Cover,1800,1800,3142.81,2644867
Sticker-Zen-0139,ok,,Production,1664,1664,2069.28,1971801
Sticker-Zen-0139,ok,,U1,1024,1024,2833.75,883534
Sticker-Zen-0139,ok,,U2,1024,1024,3036.06,845260
Sticker-Zen-0139,ok,,U3,1024,1024,3681.27,890158
Sticker-Zen-0139,ok,,U4,1024,1024,2695.0,831071
Sticker-Zen-0140,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,536.81,1357801
Sticker-Zen-0140,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,539.9,1936658
Sticker-Zen-0140,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,386.24,62852
Sticker-Zen-0140,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,437.4,66258
Sticker-Zen-0140,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,497.22,54932
Sticker-Zen-0140,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,406.58,61323
Sticker-Zen-0144,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,509.21,641837
Sticker-Zen-0144,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,537.02,923798
Sticker-Zen-0144,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,503.51,25715
Sticker-Zen-0144,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,503.44,29613
Sticker-Zen-0144,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,503.36,27624
Sticker-Zen-0144,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,503.78,33335
Sticker-Zen-0150,ok,,Cover,1800,1800,1681.38,1856728
Sticker-Zen-0150,ok,,Production,1664,1664,1503.44,1102208
Sticker-Zen-0150,ok,,U1,1024,1024,1819.78,519007
Sticker-Zen-0150,ok,,U2,1024,1024,1806.07,803433
Sticker-Zen-0150,ok,,U3,1024,1024,1842.14,504380
Sticker-Zen-0150,ok,,U4,1024,1024,1820.58,607059
Sticker-Zen-0151,ok,,Cover,1800,1800,2482.13,3116355
Sticker-Zen-0151,ok,,Production,1664,1664,2687.24,2772256
Sticker-Zen-0151,ok,,U1,1024,1024,2463.1,929450
Sticker-Zen-0151,ok,,U2,1024,1024,2408.72,1127403
Sticker-Zen-0151,ok,,U3,1024,1024,2519.02,1138480
Sticker-Zen-0151,ok,,U4,1024,1024,3109.61,1046025
Sticker-Zen-0152,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,3289.07,2571332
Sticker-Zen-0152,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,3542.2,2523233
Sticker-Zen-0152,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,1586.35,103418
Sticker-Zen-0152,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,1872.57,87756
Sticker-Zen-0152,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,1786.05,89015
Sticker-Zen-0152,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,1424.88,80152
Sticker-Zen-0153,ok,,Cover,1800,1800,1380.56,1846737
Sticker-Zen-0153,ok,,Production,1664,1664,1434.27,1498277
Sticker-Zen-0153,ok,,U1,1024,1024,1509.38,418886
Sticker-Zen-0153,ok,,U2,1024,1024,1325.91,352189
Sticker-Zen-0153,ok,,U3,1024,1024,1802.5,663160
Sticker-Zen-0153,ok,,U4,1024,1024,1063.87,934739
Sticker-Zen-0154,ok,,Cover,1800,1800,2029.86,2617673
Sticker-Zen-0154,ok,,Production,1664,1664,2298.02,2227999
Sticker-Zen-0154,ok,,U1,1024,1024,1806.07,747191
Sticker-Zen-0154,ok,,U2,1024,1024,1902.15,882695
Sticker-Zen-0154,ok,,U3,1024,1024,1705.42,898598
Sticker-Zen-0154,ok,,U4,1024,1024,2672.51,982357
Sticker-Zen-0155,ok,,Cover,1800,1800,1408.63,2194202
Sticker-Zen-0155,ok,,Production,1664,1664,1559.88,1292896
Sticker-Zen-0155,ok,,U1,1024,1024,1398.52,773048
Sticker-Zen-0155,ok,,U2,1024,1024,1486.29,594375
Sticker-Zen-0155,ok,,U3,1024,1024,1267.67,631054
Sticker-Zen-0155,ok,,U4,1024,1024,1513.22,823787
Sticker-Zen-0156,ok,,Cover,1800,1800,2983.22,3225710
Sticker-Zen-0156,ok,,Production,1664,1664,3225.95,3044086
Sticker-Zen-0156,ok,,U1,1024,1024,3126.86,1046482
Sticker-Zen-0156,ok,,U2,1024,1024,3160.98,1089770
Sticker-Zen-0156,ok,,U3,1024,1024,2773.32,1164856
Sticker-Zen-0156,ok,,U4,1024,1024,2775.58,1134202
Sticker-Zen-0157,ok,,Cover,1800,1800,2502.62,2619559
Sticker-Zen-0157,ok,,Production,1664,1664,2565.43,2021094
Sticker-Zen-0157,ok,,U1,1024,1024,2981.47,770493
Sticker-Zen-0157,ok,,U2,1024,1024,2379.61,850747
Sticker-Zen-0157,ok,,U3,1024,1024,2773.25,1011467
Sticker-Zen-0157,ok,,U4,1024,1024,2024.43,821336
Sticker-Zen-0158,ok,,Cover,1800,1800,4091.07,4717995
Sticker-Zen-0158,ok,,Production,1664,1664,4562.98,4335689
Sticker-Zen-0158,ok,,U1,1024,1024,5962.18,1868133
Sticker-Zen-0158,ok,,U2,1024,1024,3452.57,1502121
Sticker-Zen-0158,ok,,U3,1024,1024,3640.14,1553700
Sticker-Zen-0158,ok,,U4,1024,1024,4193.89,1618792
Sticker-Zen-0159,ok,,Cover,1800,1800,2610.02,2118217
Sticker-Zen-0159,ok,,Production,1664,1664,2457.05,1653619
Sticker-Zen-0159,ok,,U1,1024,1024,2797.17,602146
Sticker-Zen-0159,ok,,U2,1024,1024,2661.72,746658
Sticker-Zen-0159,ok,,U3,1024,1024,2686.24,666360
Sticker-Zen-0159,ok,,U4,1024,1024,2431.48,726881
Sticker-Zen-0160,ok,,Cover,1800,1800,2047.4,3549985
Sticker-Zen-0160,ok,,Production,1664,1664,2236.87,2929810
Sticker-Zen-0160,ok,,U1,1024,1024,2565.63,1321561
Sticker-Zen-0160,ok,,U2,1024,1024,1979.83,1162990
Sticker-Zen-0160,ok,,U3,1024,1024,2239.95,1288775
Sticker-Zen-0160,ok,,U4,1024,1024,1758.69,1248416
